ID,CREDITSTATUS,AGE,GENDER,CAMPAIGN,OWNCAR,OWNPROPERTY,CHILDRENCOUNT,FAMSIZE,INCOMETOTAL,INCOMETYPE,EDUCATIONLEVEL,MARITALSTATUS,HOUSINGTYPE,MOBILE,EMAIL,OCCUPATION
5038505,X,54,F,2,N,Y,0,2,103500,Working,Incomplete higher,Married,House / apartment,Y,N,Laborers
5038535,C,35,F,1,Y,Y,0,2,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Cooking staff
5038553,0,33,M,0,Y,Y,2,4,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5038557,0,43,M,0,Y,Y,2,4,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5038562,X,23,F,4,N,Y,1,2,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,Cooking staff
5038568,1,57,M,1,Y,Y,0,2,202500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038569,1,25,M,5,Y,Y,0,2,202500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038589,C,57,F,0,Y,Y,1,3,54000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5038591,C,30,F,0,Y,Y,1,3,54000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5038609,C,48,F,0,N,Y,2,4,180000,State servant,Higher education,Married,House / apartment,Y,N,Core staff
5038623,C,40,F,0,N,N,0,2,103500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038626,C,28,F,2,Y,Y,0,2,202500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038630,C,70,F,4,Y,Y,0,2,202500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038632,C,30,F,2,N,Y,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038637,C,61,F,55,N,Y,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038643,0,31,F,1,N,Y,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038649,C,29,F,1,N,Y,0,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,
5038652,C,40,F,0,N,Y,3,5,112500,Working,Higher education,Married,House / apartment,Y,N,
5038654,C,60,F,1,N,Y,3,5,112500,Working,Higher education,Married,House / apartment,Y,N,
5038655,C,57,M,1,N,Y,0,2,54000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038657,C,41,F,1,N,Y,0,2,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5038659,C,38,M,1,N,Y,1,3,225000,Working,Higher education,Married,House / apartment,Y,N,Sales staff
5038663,C,32,M,0,N,Y,1,3,225000,Working,Higher education,Married,House / apartment,Y,N,Sales staff
5038669,0,27,M,2,N,Y,1,3,225000,Working,Higher education,Married,House / apartment,Y,N,Sales staff
5038685,0,43,F,1,N,Y,0,2,180000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038688,C,36,F,1,Y,N,0,2,240750,State servant,Secondary / secondary special,Civil marriage,With parents,Y,N,Laborers
5038706,0,50,F,1,N,N,0,2,247500,State servant,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Medicine staff
5038708,0,49,F,3,N,N,0,2,247500,State servant,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Medicine staff
5038709,0,39,M,1,N,Y,1,2,337500,Commercial associate,Secondary / secondary special,Separated,House / apartment,Y,Y,
5038712,C,41,F,3,N,Y,0,2,238500,Working,Secondary / secondary special,Married,House / apartment,Y,N,High skill tech staff
5038716,C,23,M,4,Y,Y,0,1,193500,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,
5038717,0,39,M,2,Y,Y,0,1,193500,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,
5038718,X,76,M,0,Y,Y,1,3,270000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038720,C,23,M,1,Y,Y,1,3,270000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038721,C,28,M,1,Y,Y,1,3,270000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038735,0,95,F,22,N,N,0,1,121500,Pensioner,Secondary / secondary special,Separated,House / apartment,Y,N,
5038741,0,37,M,1,N,Y,0,2,135000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Security staff
5038750,X,36,M,0,Y,Y,2,4,157500,Commercial associate,Higher education,Married,With parents,Y,N,Drivers
5038760,C,42,F,2,N,Y,1,3,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038763,C,40,F,5,N,Y,1,3,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038764,C,44,F,2,N,Y,1,3,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038765,C,42,F,21,N,Y,1,3,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038768,C,49,F,0,N,Y,1,3,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038775,C,27,F,0,N,Y,0,1,81000,State servant,Higher education,Widow,House / apartment,Y,N,High skill tech staff
5038792,C,26,F,3,N,Y,0,2,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038795,X,25,F,2,N,Y,0,2,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038804,0,29,M,2,Y,Y,0,2,202500,Commercial associate,Higher education,Married,House / apartment,Y,Y,Laborers
5038810,C,48,M,3,Y,Y,0,2,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Y,N,Laborers
5038822,0,32,M,4,Y,Y,0,2,225000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038827,0,37,M,1,Y,Y,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038831,C,39,M,1,N,Y,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038832,X,52,M,6,N,Y,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038837,0,26,M,14,N,Y,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038838,0,43,M,18,N,Y,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5038858,C,50,F,1,N,Y,0,2,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038861,C,48,F,2,N,Y,0,2,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038872,X,39,F,3,Y,Y,0,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5038882,C,37,M,2,Y,Y,0,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Laborers
5038894,C,39,F,0,N,Y,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038897,C,33,F,2,N,Y,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5038909,X,40,F,1,N,Y,1,3,135000,Commercial associate,Secondary / secondary special,Married,With parents,Y,N,Laborers
5038918,C,26,F,1,N,Y,1,3,135000,Commercial associate,Secondary / secondary special,Married,With parents,Y,N,Laborers
5038920,X,33,F,0,N,Y,1,3,135000,Commercial associate,Secondary / secondary special,Married,With parents,Y,N,Laborers
5038930,C,31,F,0,N,Y,0,2,54000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041070,C,51,F,1,Y,Y,0,2,54000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041076,0,33,F,2,N,N,3,5,112500,Working,Higher education,Married,House / apartment,Y,N,Laborers
5041086,C,29,M,3,Y,Y,0,2,189000,Working,Higher education,Married,House / apartment,Y,N,Drivers
5041101,X,38,F,1,N,Y,0,2,202500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041107,C,44,F,8,N,N,0,1,117000,Pensioner,Secondary / secondary special,Widow,House / apartment,Y,N,
5041110,0,37,F,1,N,N,0,1,117000,Pensioner,Secondary / secondary special,Widow,House / apartment,Y,N,
5041115,0,30,M,3,Y,Y,0,1,405000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Laborers
5041116,C,32,F,1,N,Y,0,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,Y,N,Core staff
5041127,C,27,F,4,N,Y,0,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,Y,N,Core staff
5041131,C,52,F,4,N,Y,0,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,Y,N,Core staff
5041135,C,40,F,2,N,Y,0,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,Y,N,Core staff
5041136,0,40,F,2,N,Y,0,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,Y,N,Core staff
5041158,X,28,F,2,N,Y,0,2,121500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041164,0,43,M,18,Y,Y,1,3,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5041170,0,41,F,1,N,Y,0,2,108000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Sales staff
5041174,0,28,F,7,N,Y,1,3,180000,Working,Incomplete higher,Married,Municipal apartment,Y,N,Core staff
5041176,0,39,F,1,Y,Y,0,2,153000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041181,0,20,F,1,Y,Y,0,2,382500,Commercial associate,Higher education,Married,House / apartment,Y,N,Managers
5041205,C,58,F,1,N,Y,0,1,180000,Working,Higher education,Widow,House / apartment,Y,N,Secretaries
5041228,0,25,F,1,N,Y,0,2,81000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Medicine staff
5041241,X,41,F,1,N,Y,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041247,C,51,F,3,N,Y,0,2,126000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041259,X,34,F,1,N,Y,0,2,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041265,C,56,F,4,N,Y,0,2,99000,State servant,Higher education,Married,House / apartment,Y,N,Laborers
5041269,0,41,F,3,N,Y,0,2,99000,State servant,Higher education,Married,House / apartment,Y,N,Laborers
5041278,X,43,F,2,N,Y,0,1,90000,Pensioner,Secondary / secondary special,Separated,House / apartment,Y,N,
5041284,X,47,F,3,N,Y,0,1,90000,Pensioner,Secondary / secondary special,Separated,House / apartment,Y,N,
5041305,1,35,F,1,Y,Y,0,2,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041325,C,34,F,1,N,Y,0,1,202500,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,Y,N,Cleaning staff
5041330,X,55,F,1,N,Y,0,1,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,Y,N,
5041332,X,47,F,1,N,Y,0,1,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,Y,N,
5041333,1,34,F,0,N,Y,0,1,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,Y,N,
5041342,X,34,F,1,N,Y,1,3,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5041353,0,38,M,3,Y,N,0,2,225000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5041354,0,39,M,4,Y,N,0,2,225000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5041356,C,37,M,0,Y,Y,0,2,121500,Pensioner,Higher education,Married,House / apartment,Y,N,
5041364,X,38,F,3,N,N,0,2,315000,Commercial associate,Higher education,Civil marriage,With parents,Y,N,Managers
5041370,X,42,F,4,Y,Y,0,2,90000,Working,Higher education,Married,Co-op apartment,Y,N,
5041371,X,20,F,1,Y,Y,0,2,90000,Working,Higher education,Married,Co-op apartment,Y,N,
5041390,C,94,F,4,Y,Y,0,2,135000,Working,Secondary / secondary special,Married,With parents,Y,N,Core staff
5041392,C,36,F,0,Y,Y,0,2,135000,Working,Secondary / secondary special,Married,With parents,Y,N,Core staff
5041395,C,29,F,1,Y,Y,1,3,99000,State servant,Secondary / secondary special,Married,With parents,Y,N,Medicine staff
5041400,C,36,F,0,N,Y,0,2,225000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Y,N,Sales staff
5041418,X,44,F,0,Y,N,0,2,157500,Working,Higher education,Married,House / apartment,Y,N,High skill tech staff
5041425,X,46,F,1,Y,Y,0,1,202500,State servant,Higher education,Single / not married,House / apartment,Y,N,
5041426,C,25,F,3,Y,Y,0,1,202500,State servant,Higher education,Single / not married,House / apartment,Y,N,
5041434,C,32,F,3,Y,Y,0,1,202500,State servant,Higher education,Single / not married,House / apartment,Y,N,
5041440,C,33,F,1,Y,Y,0,1,202500,State servant,Higher education,Single / not married,House / apartment,Y,N,
5041441,0,39,F,3,Y,Y,0,1,202500,State servant,Higher education,Single / not married,House / apartment,Y,N,
5041460,X,37,F,1,Y,N,0,1,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Y,N,Core staff
5041469,X,41,F,4,Y,N,0,1,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Y,N,Core staff
5041473,0,32,F,3,N,N,2,4,135000,State servant,Incomplete higher,Married,With parents,Y,N,Core staff
5041483,C,37,F,2,Y,Y,0,2,126000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5041488,X,56,F,0,Y,Y,0,2,126000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5041495,0,51,M,0,Y,Y,0,2,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Laborers
5041496,C,36,M,1,Y,Y,0,2,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Laborers
5041498,C,44,M,2,Y,Y,0,2,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Laborers
5041506,X,31,M,3,N,Y,1,3,292500,Working,Higher education,Married,Co-op apartment,Y,N,Managers
5041509,X,31,M,0,N,Y,1,3,292500,Working,Higher education,Married,Co-op apartment,Y,N,Managers
5041517,X,42,F,2,N,Y,0,1,112500,Pensioner,Higher education,Single / not married,House / apartment,Y,N,
5041519,0,45,M,2,Y,Y,0,1,450000,Commercial associate,Higher education,Separated,House / apartment,Y,N,
5041522,5,37,M,2,Y,Y,0,1,450000,Commercial associate,Higher education,Separated,House / apartment,Y,N,
5041534,C,41,F,5,Y,Y,0,2,135000,Working,Higher education,Married,House / apartment,Y,N,Accountants
5041538,C,59,F,1,N,Y,1,3,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Y,N,
5041539,0,30,F,0,N,Y,1,3,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Y,N,
5041542,0,33,F,1,N,N,0,1,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5041545,C,88,M,51,Y,Y,0,2,180000,State servant,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5041549,0,28,F,0,Y,Y,0,2,247500,Working,Higher education,Married,House / apartment,Y,N,Accountants
5041558,C,27,F,8,Y,Y,0,2,180000,Commercial associate,Higher education,Married,House / apartment,Y,N,
5041559,C,61,F,1,Y,Y,0,2,180000,Commercial associate,Higher education,Married,House / apartment,Y,N,
5041560,C,45,F,1,Y,Y,0,2,180000,Commercial associate,Higher education,Married,House / apartment,Y,N,
5041561,X,45,F,1,Y,Y,0,2,180000,Commercial associate,Higher education,Married,House / apartment,Y,N,
5041573,X,55,M,2,Y,Y,1,3,202500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5041583,C,31,F,1,N,Y,1,3,270000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Managers
5041602,C,37,F,3,N,Y,0,2,67500,Working,Higher education,Married,House / apartment,Y,N,Sales staff
5041623,X,31,M,7,N,Y,0,1,292500,Commercial associate,Higher education,Single / not married,Rented apartment,Y,N,Sales staff
5041624,X,43,M,1,N,Y,0,1,292500,Commercial associate,Higher education,Single / not married,Rented apartment,Y,N,Sales staff
5041625,X,29,M,1,N,Y,0,1,292500,Commercial associate,Higher education,Single / not married,Rented apartment,Y,N,Sales staff
5041627,X,36,M,0,N,Y,0,1,292500,Commercial associate,Higher education,Single / not married,Rented apartment,Y,N,Sales staff
5041643,0,31,F,2,Y,Y,1,3,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5041648,0,33,F,1,Y,Y,1,3,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5041675,C,80,F,0,Y,Y,1,3,333000,Commercial associate,Higher education,Married,House / apartment,Y,N,Managers
5041676,C,22,F,10,Y,Y,1,3,333000,Commercial associate,Higher education,Married,House / apartment,Y,N,Managers
5041692,0,45,F,0,N,Y,1,3,135000,Working,Incomplete higher,Married,House / apartment,Y,N,Core staff
5041699,0,59,F,1,Y,N,0,1,342000,State servant,Higher education,Single / not married,House / apartment,Y,N,Core staff
5041704,0,28,F,0,Y,N,0,1,342000,State servant,Higher education,Single / not married,House / apartment,Y,N,Core staff
5041709,C,37,M,1,Y,Y,3,5,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,High skill tech staff
5041713,C,55,M,2,Y,Y,3,5,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,High skill tech staff
5041718,C,29,F,2,N,Y,0,2,202500,State servant,Higher education,Married,House / apartment,Y,N,High skill tech staff
5041726,C,33,F,0,Y,Y,0,2,81000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5041737,C,34,M,3,N,Y,1,3,157500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5041739,C,23,M,2,N,Y,1,3,157500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5041742,C,31,M,3,N,Y,1,3,157500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5041766,0,34,F,2,Y,N,0,2,135000,Pensioner,Higher education,Married,House / apartment,Y,N,
5041777,X,48,F,4,Y,N,3,5,135000,Working,Higher education,Married,House / apartment,Y,N,Core staff
5041778,C,32,F,2,Y,N,3,5,135000,Working,Higher education,Married,House / apartment,Y,N,Core staff
5041787,X,36,M,2,Y,N,0,2,99000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5041789,0,30,M,1,Y,N,0,2,99000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5041790,0,33,M,8,N,N,0,2,225000,Working,Incomplete higher,Married,House / apartment,Y,N,Drivers
5041792,C,29,M,1,N,N,0,2,225000,Working,Incomplete higher,Married,House / apartment,Y,N,Drivers
5041798,X,36,F,2,N,N,0,2,211500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Cleaning staff
5041799,C,37,F,1,N,N,0,2,211500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Cleaning staff
5041810,C,35,F,0,N,N,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5041811,X,35,F,1,N,N,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5041812,X,39,F,1,N,N,1,2,112500,Commercial associate,Higher education,Separated,House / apartment,Y,N,Private service staff
5041813,C,37,F,2,N,N,1,2,112500,Commercial associate,Higher education,Separated,House / apartment,Y,N,Private service staff
5041828,0,53,F,2,Y,N,0,2,112500,Working,Secondary / secondary special,Married,Municipal apartment,Y,N,Sales staff
5041832,C,55,F,2,Y,N,0,2,112500,Working,Secondary / secondary special,Married,Municipal apartment,Y,N,Sales staff
5041833,X,31,F,0,Y,N,0,2,112500,Working,Secondary / secondary special,Married,Municipal apartment,Y,N,Sales staff
5041864,X,31,F,1,N,N,0,1,202500,Commercial associate,Higher education,Widow,House / apartment,Y,N,
5041866,C,34,M,12,N,N,1,3,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5041874,0,28,F,2,N,N,0,1,67500,Pensioner,Secondary / secondary special,Widow,Municipal apartment,Y,N,
5041884,C,50,F,1,N,N,0,2,180000,Working,Higher education,Married,House / apartment,Y,N,Core staff
5041899,C,40,F,1,N,N,0,2,135000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5041906,0,91,F,48,N,N,0,2,135000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5041917,X,85,M,31,N,N,0,2,99000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Laborers
5041920,0,58,M,2,N,N,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041922,X,32,M,1,N,N,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041924,0,53,M,9,N,N,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041934,X,34,M,1,N,N,0,2,121500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5041938,X,38,M,0,N,N,0,2,121500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5041947,C,34,F,1,N,N,0,2,405000,Working,Higher education,Married,House / apartment,Y,N,
5041960,X,38,F,3,Y,N,0,2,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Medicine staff
5041962,C,33,F,2,N,N,0,2,157500,Working,Secondary / secondary special,Civil marriage,With parents,Y,N,Low-skill Laborers
5041963,X,40,F,13,N,N,0,2,157500,Working,Secondary / secondary special,Civil marriage,With parents,Y,N,Low-skill Laborers
5041964,0,53,F,31,N,N,0,2,157500,Working,Secondary / secondary special,Civil marriage,With parents,Y,N,Low-skill Laborers
5041972,C,28,F,0,N,N,0,2,211500,Commercial associate,Higher education,Married,With parents,Y,N,Laborers
5041980,C,35,F,2,N,N,0,2,211500,Commercial associate,Higher education,Married,With parents,Y,N,Laborers
5041984,C,31,F,0,N,N,1,3,81000,Working,Higher education,Married,House / apartment,Y,N,Sales staff
5041986,X,40,F,1,N,N,0,2,247500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Laborers
5041994,C,29,F,31,N,N,0,2,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5041996,X,55,F,2,N,N,0,2,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5042008,C,45,F,1,N,N,0,2,315000,Commercial associate,Higher education,Civil marriage,House / apartment,Y,N,
5042018,C,37,M,0,Y,N,0,2,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5042022,0,59,F,0,N,N,0,1,202500,Commercial associate,Incomplete higher,Single / not married,House / apartment,Y,N,Managers
5042024,C,27,F,1,N,N,0,1,202500,Commercial associate,Incomplete higher,Single / not married,House / apartment,Y,N,Managers
5042026,0,38,F,1,N,N,0,1,202500,Commercial associate,Incomplete higher,Single / not married,House / apartment,Y,N,Managers
5042028,C,35,M,2,N,N,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5042033,0,28,F,2,N,N,0,2,270000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5042037,X,23,F,1,N,N,0,2,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Managers
5042043,C,44,F,0,N,N,0,1,81000,Pensioner,Higher education,Single / not married,House / apartment,Y,N,
5042059,X,31,F,2,Y,N,2,4,270000,State servant,Higher education,Married,House / apartment,Y,N,
5042060,0,73,F,51,Y,N,2,4,270000,State servant,Higher education,Married,House / apartment,Y,N,
5042065,C,40,F,31,Y,N,2,4,270000,State servant,Higher education,Married,House / apartment,Y,N,
5042073,C,23,F,22,Y,N,2,4,270000,State servant,Higher education,Married,House / apartment,Y,N,
5042082,C,41,F,1,Y,N,0,2,315000,Commercial associate,Higher education,Married,House / apartment,Y,N,Accountants
5042084,C,57,F,0,Y,N,0,2,315000,Commercial associate,Higher education,Married,House / apartment,Y,N,Accountants
5042087,C,37,F,0,Y,N,0,2,315000,Commercial associate,Higher education,Married,House / apartment,Y,N,Accountants
5042095,X,46,F,0,N,N,1,2,108000,Working,Secondary / secondary special,Separated,House / apartment,Y,N,
5042097,C,26,F,1,N,N,1,2,108000,Working,Secondary / secondary special,Separated,House / apartment,Y,N,
5042099,C,58,F,15,N,N,1,2,108000,Working,Secondary / secondary special,Separated,House / apartment,Y,N,
5042107,C,31,F,1,N,N,0,2,144000,Working,Secondary / secondary special,Married,Municipal apartment,Y,N,Sales staff
5042113,0,26,F,5,N,N,0,2,144000,Working,Secondary / secondary special,Married,Municipal apartment,Y,N,Sales staff
5042122,C,27,F,1,Y,N,0,2,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5042124,C,38,F,7,Y,N,0,2,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5042143,C,57,F,4,N,N,0,2,247500,Working,Higher education,Married,House / apartment,Y,N,Managers
5042145,C,41,F,2,Y,N,2,4,90000,State servant,Higher education,Married,House / apartment,Y,N,Core staff
5042164,X,37,F,0,N,N,0,2,180000,Pensioner,Higher education,Married,House / apartment,Y,N,
5042184,X,26,F,3,N,N,0,2,135000,State servant,Higher education,Married,House / apartment,Y,N,Core staff
5042190,C,44,F,7,N,N,0,2,67500,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5042198,0,28,F,1,N,N,0,2,67500,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5042199,0,25,F,0,N,N,0,2,67500,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5042207,C,43,F,0,N,N,0,2,225000,Commercial associate,Higher education,Married,House / apartment,Y,N,Drivers
5042213,0,40,F,2,N,N,0,2,225000,Commercial associate,Higher education,Married,House / apartment,Y,N,Drivers
5042214,C,28,F,1,N,N,0,2,225000,Commercial associate,Higher education,Married,House / apartment,Y,N,Drivers
5042215,C,41,F,1,N,N,0,2,225000,Commercial associate,Higher education,Married,House / apartment,Y,N,Drivers
5042217,0,31,F,3,N,N,0,2,225000,Commercial associate,Higher education,Married,House / apartment,Y,N,Drivers
5042219,C,50,M,1,Y,N,0,1,315000,Commercial associate,Secondary / secondary special,Single / not married,With parents,Y,N,Sales staff
5042220,C,40,M,0,Y,N,0,1,315000,Commercial associate,Secondary / secondary special,Single / not married,With parents,Y,N,Sales staff
5042221,X,49,F,2,N,N,0,2,162000,Working,Secondary / secondary special,Married,House / apartment,Y,N,High skill tech staff
5042233,C,67,F,0,N,Y,0,1,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5042234,X,25,F,3,N,Y,0,1,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5042236,C,27,M,0,N,Y,0,2,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Low-skill Laborers
5042239,C,35,M,0,N,Y,0,2,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Low-skill Laborers
5042249,C,39,F,5,N,Y,0,2,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Sales staff
5042252,0,50,F,0,N,Y,0,2,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Sales staff
5042254,C,49,F,2,N,Y,0,2,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Sales staff
5042259,C,35,F,5,N,Y,0,2,405000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5042273,X,39,F,0,N,Y,0,2,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5042289,0,29,F,2,N,Y,0,1,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,Secretaries
5042290,X,31,F,3,N,Y,0,1,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,Secretaries
5042293,1,55,F,0,N,Y,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Cooking staff
5042296,C,29,M,1,Y,Y,1,3,202500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5042300,C,35,M,0,Y,Y,1,3,202500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
